objectid,filename,source,title,date,date is approximate?,creator,description,subject,location,latitude,longitude,identifier,findingaidtitle,findingaid,type,format,language,rights,rightsstatement,youtubeid,blogtitle,blogposts
lumber2382,ug138_1_41_063.jpg,"Plant, Soil, and Entomological Science records",Chenopodium album,1954,,H. C. Hallock,Black and white photo of Chenopodium album with scale.,"plant material, Amaranthaceae (family), Caryophyllales (order)","Twin Falls, Idaho",42.562786,-114.460503,ug138_1_41_063,"Plant, Soil, and Entomological Science records",https://archiveswest.orbiscascade.org/ark:80444/xv489597,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Establishment of Agricultural Research at the University of Idaho,https://harvester.lib.uidaho.edu/posts/2024/09/02/establishment-of-agricultural-research-at-the-university-of-idaho.html
lumber2383,ug138_1_41_017.jpg,"Plant, Soil, and Entomological Science records",Isatis tinctoria,1955,,H. C. Hallock,Black and white photo of Isatis tinctoria (Woad) with scale.,"plant material, Rosids (clade),Brassicaceae (family)","Twin Falls, Idaho",42.562786,-114.460503,ug138_1_41_017,"Plant, Soil, and Entomological Science records",https://archiveswest.orbiscascade.org/ark:80444/xv489597,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Establishment of Agricultural Research at the University of Idaho,https://harvester.lib.uidaho.edu/posts/2024/09/02/establishment-of-agricultural-research-at-the-university-of-idaho.html
lumber2384,ug138_1_43.jpg,"Plant, Soil, and Entomological Science records",Beets,1951,,H. C. Hallock,"Black and white photograph of a beetfield in Kimberly, Idaho.","plant material, fieldwork (research), experimental stations","Kimberly, Idaho",42.5338,-114.3648,ug138_1_43,"Plant, Soil, and Entomological Science records",https://archiveswest.orbiscascade.org/ark:80444/xv489597,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Establishment of Agricultural Research at the University of Idaho,https://harvester.lib.uidaho.edu/posts/2024/09/02/establishment-of-agricultural-research-at-the-university-of-idaho.html
lumber2385,ug138_1_42.jpg,"Plant, Soil, and Entomological Science records",Beans,1951,,H. C. Hallock,Black and white photograph of bean plants showing effect of insecticides.,"plant material, fieldwork (research), experimental stations","Twin Falls, Idaho",42.562786,-114.460503,ug138_1_42,"Plant, Soil, and Entomological Science records",https://archiveswest.orbiscascade.org/ark:80444/xv489597,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Establishment of Agricultural Research at the University of Idaho,https://harvester.lib.uidaho.edu/posts/2024/09/02/establishment-of-agricultural-research-at-the-university-of-idaho.html
lumber2386,smokeycatalog1.jpg,From the personal collection of Jim and Dawna Fazio.,Inside cover of the Summer 1985 catalog,1985,,unknown,"Blue ink inside cover of the 1985 Woodland catalog with a welcome from the new owners of the Smokey Bear/Woodsy Owl mail order business, Jim and Dawna Fazio.",exhibit; display; wildfire; Forest Service; Smokey Bear; Woodsy Owl; catalog,,,,smokeycatalog1,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Happy Birthday Smokey Bear,https://harvester.lib.uidaho.edu/posts/2024/09/22/smokey.html
lumber2387,smokey1.jpg,USDA Forest Service and the National Agricultural Library,"Ten-Four, Green and Clear",1978,,Rudolph Wendelin,"Smokey and two cubs in a yellow jeep driving away from camping area. Beach and swimmers in a lake in background. Inscribed on a sign at lower right side, ""Welcome Campers-Be Careful with Fire.""",exhibit; display; wildfire; Forest Service; Smokey Bear,,,,smokey1,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Happy Birthday Smokey Bear,https://harvester.lib.uidaho.edu/posts/2024/09/22/smokey.html
lumber2388,smokey2.jpg,USDA Forest Service and the National Agricultural Library,Why?,1988,,Rudolph Wendelin,"Smokey holding one cub with a second cub holding Smokey's leg, a deer standing behind him. Figures shown in center of totally burned-out area with house ruins and blackened forest. Dramatic orange sky. Sign in foreground reads ""Prevent Forest and Brush Fires.""",exhibit; display; wildfire; Forest Service; Smokey Bear,,,,smokey2,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Happy Birthday Smokey Bear,https://harvester.lib.uidaho.edu/posts/2024/09/22/smokey.html
lumber2389,smokeycalendar.jpg,USDA Forest Service and the National Agricultural Library; From the UI Library Special Collections and Archives.,Smokey Bear Calendar,1973,,unknown,An item from a 1973 catalog of Smokey Bear licensed merchandise.,exhibit; display; wildfire; Forest Service; Smokey Bear,,,,smokeycalendar,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Happy Birthday Smokey Bear,https://harvester.lib.uidaho.edu/posts/2024/09/22/smokey.html
lumber2390,smokeycatalog2.jpg,USDA Forest Service and the National Agricultural Library,Cover of the Summer 1985 catalog,1985,,unknown,Blue ink cover of the Woodland Catalog with illustratioins of Smokey Bear and Woodsy Owl.,exhibit; display; wildfire; Forest Service; Smokey Bear,,,,smokeycatalog2,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Happy Birthday Smokey Bear,https://harvester.lib.uidaho.edu/posts/2024/09/22/smokey.html
lumber2391,tibayan_007.jpg,"Tibayan, Brian",Suzzallo Library at the Universtiy of Washington building.,2024,,"Tibayan, Brian",Color picture of the front of the Suzzallo Library building at the Universtiy of Washington in Seattle.,"education, medical, Universtiy of Washington","Seattle, WA",47.6557,-122.30771,tibayan_007,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,From Old Collections to New Connection,https://harvester.lib.uidaho.edu/posts/2024/09/29/wwami.html
